index,composition,
6202,LaCdAu,0
6203,CuF,0
6204,CeMgPt,0
6205,PmGaAu2,0
6206,TmAl4Ni,0
6207,Li4Co2Ni3O10.10,0
6208,Zr3NiO,0
6209,TmU2S3O2.139,0
6210,CrH9(CN2)3.2,0
6211,Li15Fe4O16,0
6212,Li15Mn2O12,0
6213,Mo2NCl8,0
6214,Pd2N,0
6215,PrBPt4,0
6216,Li2TlAg,0
6217,Ce4Si3Rh4,0
6218,YSi2Rh2,0
6219,Ca2CuWO6.14,0
6220,Mn2Nb,0
6221,Ga8Cu3Mo2,0
6222,Ni7P8O28,0
6223,MgRh2Pb,0
6224,MgCuBi,0
6225,HoSi2Pd2,0
6226,SrSiPd,0
6227,Ba2CoWO6.225,0
6228,Lu3TlC,0
6229,LaGeI,0
6230,Li3CrO4,0
6231,LiZrRh2,0
6232,HoSiRu2C.63,0
6233,Li4TiCr3O8.166,0
6234,Ba2CuWO6.87,0
6235,LaRe2Ag,0
6236,MnFeCoGe.216,0
6237,AlNi20B14,0
6238,TaAs,0
6239,Ca2Os2O7,0
6240,TmMnGe,0
6241,LiMn2(PO4)2.29,0
6242,Mn3NbO8,0
6243,Ba5Bi3,0
6244,Ti3Be,0
6245,DyBPd3,0
6246,Tm2CdHg,0
6247,SnAs3,0
6248,ThS,0
6249,MgPt5,0
6250,SrIn2Ir,0
6251,V2GaSn2,0
6252,Li5Cr2Ni5O12.5,0
6253,Ba4Sm2Cu2O9.118,0
6254,K3V,0
6255,NdTlPd,0
6256,LiSn(PO3)4.134,0
6257,Ba14Pd3Ir8O33.5,0
6258,LiGaPt2,0
6259,Ca2Ti9O13,0
6260,EuSn3,0
6261,TlCoMo2,0
6262,TbNi5,0
6263,Bi2Pd3S2,0
6264,Yb2Sn,0
6265,EuF3,0
6266,Rb3Tm,0
6267,EuTiO3,0
6268,ErFeC2,0
6269,MnAs,0
6270,Li4CrO5,0
6271,Ho2B4C,0
6272,Cs2NaMgF6.225,0
6273,Ho10Si17,0
6274,ThCrB4,0
6275,TbIn2Ni,0
6276,Li3FeNi3O8.186,0
6277,VPO4,0
6278,TmH2,0
6279,U2Cu2As3O.129,0
6280,BaAg,0
6281,Y2U3O11,0
6282,Nd3AlC,0
6283,AlB2,0
6284,Sm2Tl,0
6285,Ce5Ge3,0
6286,Pr2InGe2,0
6287,LiPr2Ru,0
6288,NbCrN,0
6289,V3Ag,0
6290,ScBe5,0
6291,TbGe2Rh2,0
6292,HoMn12,0
6293,Sc3Fe2Si3,0
6294,MnInCu2,0
6295,CePd5,0
6296,La2PI2,0
6297,LuAg2,0
6298,AgPt3,0
6299,Ag2BiO3,0
6300,ScZnNi2,0
6301,TaInNi,0
6302,NiGe,0
6303,YbGa2Pd,0
6304,Eu3Sn,0
6305,HoZnRh,0
6306,La2Ge5Rh3,0
6307,YbMgPd,0
6308,LaGa,0
6309,ScCdHg2,0
6310,Ta5N6,0
6311,Li2Lu3Ge3,0
6312,U3Cu2Se7,0
6313,TmMgCd2,0
6314,YbLiPb,0
6315,Yb2KF7,0
6316,Li2V2F7,0
6317,Li3Mn(CuO3)2.12,0
6318,MgRhF6,0
6319,YbAl4Mo2,0
6320,K2NbO6,0
6321,Cu11Sb4S13,0
6322,Dy2Ge3Pt9,0
6323,Li2V3FeO8.8,0
6324,HoTlPd,0
6325,CeAl3Ni2,0
6326,MnSiNi2,0
6327,LiGeRh2,0
6328,Li2MnNi3O8.166,0
6329,K3Fe2S4,0
6330,Mn2OF3,0
6331,GdSb,0
6332,Gd3S4,0
6333,In3Bi7(Pb2S9)2.11,0
6334,LiInAg2,0
6335,Lu2FeS4,0
6336,Li2PrIn,0
6337,KAg2,0
6338,CuIr2S4,0
6339,BaAs2Rh2,0
6340,EuCaO2,0
6341,NdAs2Pd2,0
6342,Bi2P3O12,0
6343,SrCe2Se4,0
6344,TlZn2Tc,0
6345,Sc14Cu14O37,0
6346,Co2Ge,0
6347,Li3Fe(SbO3)4.1,0
6348,ZrIr2,0
6349,ScCoO3,0
6350,Tm2MgTl,0
6351,Nb5Ga4,0
6352,Tb2Sb5,0
6353,Lu2AlTc,0
6354,CeZnPO.166,0
